"","ip","date","hour","minute","seconds","zone","request1","request2","status","respsize","url","computer","timeR","attaque"
"807","192.108.116.88","15/Dec/2017","15","40","26","+0000","GET ","img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"808","192.108.116.88","15/Dec/2017","15","40","28","+0000","GET "," HTTP/1.1/NA",304,NA,NA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",1,0
"809","192.108.116.88","15/Dec/2017","15","40","28","+0000","GET ","css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"810","192.108.116.88","15/Dec/2017","15","40","28","+0000","GET ","img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",1,0
"811","192.108.116.88","15/Dec/2017","15","40","29","+0000","POST ","datalab HTTP/1.1/NA",200,1073,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",186,0
"812","192.108.116.88","15/Dec/2017","15","40","29","+0000","GET ","css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"813","192.108.116.88","15/Dec/2017","15","40","29","+0000","GET ","img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"814","192.108.116.88","15/Dec/2017","15","40","29","+0000","POST ","datalab HTTP/1.1/NA",200,1073,"http://31.14.135.81:3000/datalab","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",90,0
"815","192.108.116.88","15/Dec/2017","15","40","29","+0000","GET ","css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"816","192.108.116.88","15/Dec/2017","15","40","29","+0000","GET ","img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"817","192.108.116.88","15/Dec/2017","15","40","31","+0000","GET "," HTTP/1.1/NA",304,NA,NA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"818","192.108.116.88","15/Dec/2017","15","40","31","+0000","GET ","css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"819","192.108.116.88","15/Dec/2017","15","40","31","+0000","GET ","img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",1,0
"820","192.108.116.88","15/Dec/2017","15","40","32","+0000","POST ","datalab HTTP/1.1/NA",200,1073,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",169,0
"821","192.108.116.88","15/Dec/2017","15","40","32","+0000","GET ","css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",2,0
"822","192.108.116.88","15/Dec/2017","15","40","32","+0000","GET ","img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"823","192.108.116.88","15/Dec/2017","15","40","32","+0000","POST ","datalab HTTP/1.1/NA",200,1073,"http://31.14.135.81:3000/datalab","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",95,0
"824","192.108.116.88","15/Dec/2017","15","40","32","+0000","GET ","css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"825","192.108.116.88","15/Dec/2017","15","40","32","+0000","GET ","img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"826","192.108.116.88","15/Dec/2017","15","40","34","+0000","GET "," HTTP/1.1/NA",304,NA,NA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"827","192.108.116.88","15/Dec/2017","15","40","34","+0000","GET ","css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",40,0
"828","192.108.116.88","15/Dec/2017","15","40","34","+0000","GET ","img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",31,0
"829","192.108.116.88","15/Dec/2017","15","40","35","+0000","POST ","datalab HTTP/1.1/NA",200,1073,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",171,0
"830","192.108.116.88","15/Dec/2017","15","40","35","+0000","GET ","css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"831","192.108.116.88","15/Dec/2017","15","40","35","+0000","GET ","img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"832","192.108.116.88","15/Dec/2017","15","40","35","+0000","POST ","datalab HTTP/1.1/NA",200,1073,"http://31.14.135.81:3000/datalab","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",104,0
"833","192.108.116.88","15/Dec/2017","15","40","35","+0000","GET ","css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"834","192.108.116.88","15/Dec/2017","15","40","35","+0000","GET ","img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"835","192.108.116.88","15/Dec/2017","15","40","37","+0000","GET "," HTTP/1.1/NA",304,NA,NA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",1,0
"836","192.108.116.88","15/Dec/2017","15","40","37","+0000","GET ","css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"837","192.108.116.88","15/Dec/2017","15","40","37","+0000","GET ","img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",3,0
"838","192.108.116.88","15/Dec/2017","15","40","38","+0000","POST ","datalab HTTP/1.1/NA",200,1073,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",126,0
"839","192.108.116.88","15/Dec/2017","15","40","38","+0000","GET ","css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",1,0
"840","192.108.116.88","15/Dec/2017","15","40","38","+0000","GET ","img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"841","192.108.116.88","15/Dec/2017","15","40","38","+0000","POST ","datalab HTTP/1.1/NA",200,1073,"http://31.14.135.81:3000/datalab","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",88,0
"842","192.108.116.88","15/Dec/2017","15","40","38","+0000","GET ","css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"843","192.108.116.88","15/Dec/2017","15","40","38","+0000","GET ","img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"844","192.108.116.88","15/Dec/2017","15","40","40","+0000","GET "," HTTP/1.1/NA",304,NA,NA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"845","192.108.116.88","15/Dec/2017","15","40","40","+0000","GET ","css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"846","192.108.116.88","15/Dec/2017","15","40","40","+0000","GET ","img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"847","192.108.116.88","15/Dec/2017","15","40","41","+0000","POST ","datalab HTTP/1.1/NA",200,1073,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",163,0
"848","192.108.116.88","15/Dec/2017","15","40","41","+0000","GET ","css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"849","192.108.116.88","15/Dec/2017","15","40","41","+0000","GET ","img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"850","192.108.116.88","15/Dec/2017","15","40","41","+0000","POST ","datalab HTTP/1.1/NA",200,1073,"http://31.14.135.81:3000/datalab","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",164,0
"851","192.108.116.88","15/Dec/2017","15","40","41","+0000","GET ","css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"852","192.108.116.88","15/Dec/2017","15","40","41","+0000","GET ","img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"853","192.108.116.88","15/Dec/2017","15","40","44","+0000","GET "," HTTP/1.1/NA",304,NA,NA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",1,0
"854","192.108.116.88","15/Dec/2017","15","40","44","+0000","GET ","css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",1,0
"855","192.108.116.88","15/Dec/2017","15","40","44","+0000","GET ","img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"856","192.108.116.88","15/Dec/2017","15","40","44","+0000","POST ","datalab HTTP/1.1/NA",200,1073,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",132,0
"857","192.108.116.88","15/Dec/2017","15","40","45","+0000","GET ","css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"858","192.108.116.88","15/Dec/2017","15","40","45","+0000","GET ","img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"859","192.108.116.88","15/Dec/2017","15","40","45","+0000","POST ","datalab HTTP/1.1/NA",200,1073,"http://31.14.135.81:3000/datalab","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",122,0
"860","192.108.116.88","15/Dec/2017","15","40","45","+0000","GET ","css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"861","192.108.116.88","15/Dec/2017","15","40","45","+0000","GET ","img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"862","192.108.116.88","15/Dec/2017","15","40","47","+0000","GET "," HTTP/1.1/NA",304,NA,NA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",1,0
"863","192.108.116.88","15/Dec/2017","15","40","47","+0000","GET ","css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"864","192.108.116.88","15/Dec/2017","15","40","47","+0000","GET ","img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"865","192.108.116.88","15/Dec/2017","15","40","47","+0000","POST ","datalab HTTP/1.1/NA",200,1073,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",90,0
"866","192.108.116.88","15/Dec/2017","15","40","47","+0000","GET ","css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"867","192.108.116.88","15/Dec/2017","15","40","47","+0000","GET ","img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"868","192.108.116.88","15/Dec/2017","15","40","48","+0000","POST ","datalab HTTP/1.1/NA",200,1073,"http://31.14.135.81:3000/datalab","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",89,0
"869","192.108.116.88","15/Dec/2017","15","40","48","+0000","GET ","css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"870","192.108.116.88","15/Dec/2017","15","40","48","+0000","GET ","img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"871","192.108.116.88","15/Dec/2017","15","40","50","+0000","GET "," HTTP/1.1/NA",304,NA,NA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"872","192.108.116.88","15/Dec/2017","15","40","50","+0000","GET ","css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"873","192.108.116.88","15/Dec/2017","15","40","50","+0000","GET ","img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"874","192.108.116.88","15/Dec/2017","15","40","50","+0000","POST ","datalab HTTP/1.1/NA",200,1073,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",134,0
"875","192.108.116.88","15/Dec/2017","15","40","50","+0000","GET ","css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"876","192.108.116.88","15/Dec/2017","15","40","50","+0000","GET ","img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"877","192.108.116.88","15/Dec/2017","15","40","51","+0000","POST ","datalab HTTP/1.1/NA",200,1073,"http://31.14.135.81:3000/datalab","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",141,0
"878","192.108.116.88","15/Dec/2017","15","40","51","+0000","GET ","css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"879","192.108.116.88","15/Dec/2017","15","40","51","+0000","GET ","img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",1,0
"880","192.108.116.88","15/Dec/2017","15","40","53","+0000","GET "," HTTP/1.1/NA",304,NA,NA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",1,0
"881","192.108.116.88","15/Dec/2017","15","40","53","+0000","GET ","css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"882","192.108.116.88","15/Dec/2017","15","40","53","+0000","GET ","img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"883","192.108.116.88","15/Dec/2017","15","40","53","+0000","POST ","datalab HTTP/1.1/NA",200,1073,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",89,0
"884","192.108.116.88","15/Dec/2017","15","40","53","+0000","GET ","css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"885","192.108.116.88","15/Dec/2017","15","40","53","+0000","GET ","img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"886","192.108.116.88","15/Dec/2017","15","40","53","+0000","POST ","datalab HTTP/1.1/NA",200,1073,"http://31.14.135.81:3000/datalab","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",90,0
"887","192.108.116.88","15/Dec/2017","15","40","54","+0000","GET ","css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"888","192.108.116.88","15/Dec/2017","15","40","54","+0000","GET ","img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"889","192.108.116.88","15/Dec/2017","15","40","56","+0000","GET "," HTTP/1.1/NA",304,NA,NA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",1,0
"890","192.108.116.88","15/Dec/2017","15","40","56","+0000","GET ","css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"891","192.108.116.88","15/Dec/2017","15","40","56","+0000","GET ","img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"892","192.108.116.88","15/Dec/2017","15","40","56","+0000","POST ","datalab HTTP/1.1/NA",200,1073,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",90,0
"893","192.108.116.88","15/Dec/2017","15","40","56","+0000","GET ","css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"894","192.108.116.88","15/Dec/2017","15","40","56","+0000","GET ","img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"895","192.108.116.88","15/Dec/2017","15","40","57","+0000","POST ","datalab HTTP/1.1/NA",200,1073,"http://31.14.135.81:3000/datalab","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",88,0
"896","192.108.116.88","15/Dec/2017","15","40","57","+0000","GET ","css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"897","192.108.116.88","15/Dec/2017","15","40","57","+0000","GET ","img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",1,0
"898","192.108.116.88","15/Dec/2017","15","40","59","+0000","GET "," HTTP/1.1/NA",304,NA,NA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",1,0
